travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h000328,H01,h000328,5;22,2023-05-27,2023-05-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;22,22;6;5
h_h000329,H01,h000329,1;2;3;4;6,2023-05-30,2023-06-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;2;3;4;6,6;1;11
h_h000334,H01,h000334,21;22,2023-06-03,2023-06-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22,21;24;22
h_h000336,H01,h000336,1;27;28;3;4,2023-06-02,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;27;28;3;4,28;27;11
h_h000337,H01,h000337,21;24;28,2023-06-01,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;24;28,28;24;21
h_h000339,H01,h000339,22;24,2023-06-01,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24,5;3;1
h_h000340,H01,h000340,1;2;22;28;5,2023-05-30,2023-06-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;28;5,22;3;1
h_h000342,H01,h000342,11;3;5;6,2023-05-30,2023-06-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",11;3;5;6,5;3;1
h_h000344,H01,h000344,2;4;6,2023-06-04,2023-06-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;4;6,2;5;6
h_h000346,H01,h000346,23,2023-06-02,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",23,23;21;24
h_h000351,H01,h000351,1;22;27;4;7,2023-05-28,2023-05-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;27;4;7,1;7;22
h_h000353,H01,h000353,1;21;6;8;9,2023-06-07,2023-06-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;6;8;9,1;3;22
h_h000453,H01,h000453,1;2;10;23;4;27,2023-06-08,2023-06-15,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;10;23;4;27,23;27;2
h_h000455,H01,h000455,2;5;22;26;27;28;6,2023-06-02,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5;22;26;27;28;6,2;28;22
h_h000456,H01,h000456,2;5;11;13;21;22;23;28;1,2023-06-01,2023-06-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5;11;13;21;22;23;28;1,11;5;2
h_h000458,H01,h000458,1;2;22;24;3,2023-06-01,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;24;3,7;22;28
h_h000459,H01,h000459,1;6;4;5;21;27,2023-05-31,2023-06-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;6;4;5;21;27,1;5;6
h_h000461,H01,h000461,12;2;22;23;4,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;2;22;23;4,22;24;2
h_h000464,H01,h000464,1;21;23;5,2023-06-06,2023-06-11,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;21;23;5,21;23;2
h_h000468,H01,h000468,23;24;26;4;6,2023-06-08,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",23;24;26;4;6,22;26;23
h_h000473,H01,h000473,2;23;28;5,2023-06-03,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;23;28;5,28;23;24
h_h000475,H01,h000475,22;23;6,2023-06-04,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;23;6,6;21;23
h_h000476,H01,h000476,1;7;24;27;21;22,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;7;24;27;21;22,1;21;7
h_h000478,H01,h000478,2;28;9;24;26,2023-06-06,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",2;28;9;24;26,9;28;24
h_h000480,H01,h000480,23,2023-06-03,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23,23;22;21
h_h000481,H01,h000481,1;6;22;21,2023-06-06,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;6;22;21,6;22;21
h_h000482,H01,h000482,2;6,2023-06-01,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부모 동반/일반미션",2;6,2;6;22
h_h000484,H01,h000484,1;13;3;4;6,2023-06-07,2023-06-10,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;13;3;4;6,2;6;22
h_h000486,H01,h000486,21;22;23;27;28,2023-06-03,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;23;27;28,6;23;21
h_h000487,H01,h000487,22;24;3;4;8,2023-06-04,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",22;24;3;4;8,6;24;22
h_h000488,H01,h000488,1;2;22;23;6,2023-06-01,2023-06-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;23;6,1;22;23
h_h000489,H01,h000489,2;22;26,2023-06-04,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;22;26,22;21;26
h_h000490,H01,h000490,1;21;3;4;7,2023-06-04,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;3;4;7,1;4;21
h_h000491,H01,h000491,2;3;1;22;23;6,2023-06-06,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;3;1;22;23;6,2;24;23
h_h000494,H01,h000494,12;22;26;28;6,2023-06-07,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",12;22;26;28;6,28;13;5
h_h000495,H01,h000495,1;2;22;5;6,2023-06-08,2023-06-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;2;22;5;6,5;24;13
h_h000496,H01,h000496,2;22;4;1;24;26;6;28,2023-05-31,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;4;1;24;26;6;28,22;2;24
h_h000498,H01,h000498,21,2023-06-04,2023-06-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21,21;24;1
h_h000500,H01,h000500,22;23;26,2023-06-06,2023-06-09,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;26,23;6;22
h_h000512,H01,h000512,2;5;6;10;22;1;12,2023-06-02,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2;5;6;10;22;1;12,2;6;22
h_h000516,H01,h000516,1;3;2;5;13;22,2023-06-06,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;3;2;5;13;22,22;13;3
h_h000518,H01,h000518,2;21;22;23;26,2023-06-06,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",2;21;22;23;26,21;26;22
h_h000520,H01,h000520,1;12;22;28;3,2023-06-07,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;12;22;28;3,28;24;26
h_h000521,H01,h000521,21,2023-06-03,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21,1;21;22
h_h000522,H01,h000522,10;2;21;22,2023-06-02,2023-06-04,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",10;2;21;22,22;21;2
h_h000523,H01,h000523,2;12;13;26;9;22,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;12;13;26;9;22,13;9;2
h_h000527,H01,h000527,2;22;3;5;7,2023-06-03,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;3;5;7,22;24;7
h_h000529,H01,h000529,2,2023-06-02,2023-06-03,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",2,2;21;24
h_h000530,H01,h000530,2,2023-06-04,2023-06-05,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",2,21;2;5
h_h000531,H01,h000531,2;22;24;5;7,2023-06-01,2023-06-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;24;5;7,5;22;26
h_h000533,H01,h000533,1;12;21;3;4,2023-06-04,2023-06-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;21;3;4,2;3;21
h_h000534,H01,h000534,22;23;26;24;2;1,2023-06-06,2023-06-13,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;26;24;2;1,2;23;24
h_h000536,H01,h000536,1;12;21;22,2023-06-07,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;21;22,22;1;24
h_h000537,H01,h000537,10;2;22;23;26,2023-06-04,2023-06-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",10;2;22;23;26,2;6;22
h_h000544,H01,h000544,22;23;5,2023-06-03,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",22;23;5,5;23;22
h_h000549,H01,h000549,22;28;6;9,2023-06-06,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;28;6;9,22;28;3
h_h000551,H01,h000551,22;6,2023-06-07,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;6,22;6;1
h_h000553,H01,h000553,21,2023-06-05,2023-06-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21,21;28;1
h_h000555,H01,h000555,21;27;3;6;9,2023-06-03,2023-06-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;27;3;6;9,21;6;22
h_h000557,H01,h000557,22;24;26;5,2023-06-07,2023-06-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",22;24;26;5,22;26;5
h_h000571,H01,h000571,1;2;22;24;4,2023-06-08,2023-06-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;24;4,22;26;2
h_h000574,H01,h000574,2;1;12;22;28;27;24;25;26,2023-06-03,2023-06-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;1;12;22;28;27;24;25;26,11;3;1
h_h000580,H01,h000580,1;2;4;6;9,2023-06-24,2023-06-26,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;2;4;6;9,1;4;26
h_h000581,H01,h000581,1;2;21;22;4,2023-06-16,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;21;22;4,2;22;26
h_h000583,H01,h000583,21;23;26;5;6,2023-06-26,2023-06-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",21;23;26;5;6,1;6;21
h_h000584,H01,h000584,10;21;4,2023-06-28,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",10;21;4,3;21;4
h_h000585,H01,h000585,2;22;23;24;26,2023-06-14,2023-06-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;23;24;26,23;22;21
h_h000588,H01,h000588,2;22;5,2023-06-11,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;5,2;23;11
h_h000589,H01,h000589,2;26;3,2023-06-10,2023-06-15,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;26;3,2;3;23
h_h000590,H01,h000590,1;21;22;6;8,2023-06-30,2023-07-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;6;8,1;11;21
h_h000592,H01,h000592,1;2;3;5;6;10;21;23;22,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;5;6;10;21;23;22,23;1;22
h_h000595,H01,h000595,2;6;21;24,2023-06-28,2023-07-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;6;21;24,21;2;6
h_h000597,H01,h000597,2;24;3;5;8,2023-06-16,2023-06-19,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;24;3;5;8,5;9;24
h_h000599,H01,h000599,1;2;28;3;6,2023-06-08,2023-06-13,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;2;28;3;6,28;21;27
h_h000601,H01,h000601,11;2;22;26;9,2023-06-17,2023-06-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",11;2;22;26;9,22;26;24
h_h000602,H01,h000602,2;23;6;22,2023-06-10,2023-06-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;23;6;22,2;23;6
h_h000603,H01,h000603,1;2;4;6,2023-06-13,2023-06-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",1;2;4;6,24;21;4
h_h000609,H01,h000609,2;23;9,2023-06-13,2023-06-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;23;9,23;22;28
h_h000614,H01,h000614,23;6,2023-06-11,2023-06-15,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",23;6,23;6;24
h_h000615,H01,h000615,2;23;27;5,2023-06-16,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;23;27;5,5;11;23
h_h000616,H01,h000616,21;22;23;6,2023-07-05,2023-07-08,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",21;22;23;6,23;22;21
h_h000617,H01,h000617,4;5;21;22;23;24;26,2023-06-24,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",4;5;21;22;23;24;26,21;22;24
h_h000619,H01,h000619,2;21;22;23;5,2023-06-13,2023-06-16,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;22;23;5,22;23;27
h_h000620,H01,h000620,22;2;24;21;1;5,2023-06-17,2023-06-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;2;24;21;1;5,2;22;21
h_h000624,H01,h000624,2;9,2023-06-12,2023-06-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",2;9,2;11;6
h_h000627,H01,h000627,1;22;23;4;7,2023-06-21,2023-06-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;23;4;7,23;2;1
h_h000628,H01,h000628,22;1;5;6;21;26;27,2023-06-17,2023-06-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;1;5;6;21;26;27,5;22;27
h_h000629,H01,h000629,12;13;2;22;3,2023-06-16,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;13;2;22;3,23;26;1
h_h000630,H01,h000630,21;22;2,2023-06-16,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",21;22;2,21;22;23
h_h000635,H01,h000635,1;22;3;4;5,2023-07-06,2023-07-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;3;4;5,1;3;5
h_h000637,H01,h000637,2;5;22;24,2023-06-16,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;5;22;24,5;2;22
h_h000645,H01,h000645,2;5;6;11;12;22;23;24;27;28,2023-06-13,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;5;6;11;12;22;23;24;27;28,23;11;6
h_h000648,H01,h000648,22;24;3,2023-07-04,2023-07-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;3,21;22;27
h_h000652,H01,h000652,1;22;23;24;6,2023-06-17,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;22;23;24;6,23;22;6
h_h000653,H01,h000653,1;12;2;3;6,2023-06-29,2023-07-02,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;2;3;6,22;6;26
h_h000656,H01,h000656,22;24;26;28;5,2023-06-11,2023-06-14,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;26;28;5,5;22;24
h_h000660,H01,h000660,23;24;26;27;28,2023-06-16,2023-06-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23;24;26;27;28,2;22;26
h_h000667,H01,h000667,21;22;24;26;6,2023-06-24,2023-06-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;24;26;6,5;22;21
h_h000673,H01,h000673,21;22;23;26;27,2023-06-09,2023-06-13,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;23;26;27,3;22;26
h_h000674,H01,h000674,6;28;23;4,2023-06-11,2023-06-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",6;28;23;4,28;2;23
h_h000676,H01,h000676,26;5;1,2023-06-20,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",26;5;1,22;26;5
h_h000677,H01,h000677,22;26;24,2023-06-16,2023-06-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;24,11;22;26
h_h000678,H01,h000678,11;21;26;27;5,2023-06-18,2023-06-22,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",11;21;26;27;5,5;21;22
h_h000683,H01,h000683,2;22;24;6,2023-07-08,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;22;24;6,6;22;2
h_h000689,H01,h000689,2;21;27;6,2023-06-17,2023-06-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",2;21;27;6,27;6;11
h_h000690,H01,h000690,5;6;22;23,2023-06-20,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;6;22;23,5;22;6
h_h000691,H01,h000691,22;5,2023-06-19,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",22;5,5;22;24
